index;Type;NP;Answer;RT;Item;Correct;Participant;Source
360;filler_yes;белые носки;Да;1909;белые;1;5;Yandex Toloka
361;filler_no;щедрый факел;Нет;3035;щедрый;1;5;Yandex Toloka
362;metaphor;грязная ложь;Да;2097;грязная;1;5;Yandex Toloka
363;bleaching;бешеный голод;Да;2305;бешеный;1;5;Yandex Toloka
364;filler_no;зеркальная сигарета;Нет;1902;зеркальная;1;5;Yandex Toloka
365;filler_yes;быстрый транспорт;Да;2037;быстрый;1;5;Yandex Toloka
366;literal_b;глубокий овраг;Да;1578;глубокий;1;5;Yandex Toloka
367;literal_m;светлая ткань;Да;1396;светлая;1;5;Yandex Toloka
368;filler_no;бюджетный вирус;Нет;2531;бюджетный;1;5;Yandex Toloka
369;filler_no;точечный паркет;Нет;2765;точечный;1;5;Yandex Toloka
370;filler_yes;апельсиновый сок;Да;1365;апельсиновый;1;5;Yandex Toloka
371;filler_no;антисоветская река;Нет;2300;антисоветская;1;5;Yandex Toloka
372;filler_no;фазовая лилия;Нет;2414;фазовая;1;5;Yandex Toloka
373;filler_yes;хороший ученик;Да;1445;хороший;1;5;Yandex Toloka
374;filler_no;талантливый пирог;Нет;2037;талантливый;1;5;Yandex Toloka
375;filler_no;хоровой арбуз;Нет;1804;хоровой;1;5;Yandex Toloka
376;filler_yes;захватывающая книга;Да;1605;захватывающая;1;5;Yandex Toloka
377;filler_no;включенный комод;Нет;1314;включенный;1;5;Yandex Toloka
378;metaphor;ледяной кофе;Да;1565;ледяной;1;5;Yandex Toloka
379;bleaching;дикий негатив;Нет;3028;дикий;0;5;Yandex Toloka
380;filler_no;влиятельный сад;Нет;1404;влиятельный;1;5;Yandex Toloka
381;filler_yes;удобный сервис;Да;1645;удобный;1;5;Yandex Toloka
382;literal_b;лёгкая куртка;Да;1906;лёгкая;1;5;Yandex Toloka
383;literal_m;острые ножи;Да;1405;острые;1;5;Yandex Toloka
384;filler_no;мозговая сирень;Нет;2216;мозговая;1;6;Yandex Toloka
385;filler_no;отсталый снег;Нет;1574;отсталый;1;6;Yandex Toloka
386;filler_yes;влажная трава;Да;1029;влажная;1;6;Yandex Toloka
387;filler_no;антисоветская река;Нет;2424;антисоветская;1;6;Yandex Toloka
388;filler_no;ликующая печь;Нет;1212;ликующая;1;6;Yandex Toloka
389;filler_yes;белые носки;Да;924;белые;1;6;Yandex Toloka
390;filler_no;ядовитый престиж;Нет;1233;ядовитый;1;6;Yandex Toloka
391;filler_no;консервная пьеса;Нет;2814;консервная;1;6;Yandex Toloka
392;filler_yes;тёплая погода;Да;746;тёплая;1;6;Yandex Toloka
393;filler_no;бюджетный вирус;Нет;3309;бюджетный;1;6;Yandex Toloka
394;literal_b;безумные ученые;Да;1476;безумные;1;6;Yandex Toloka
395;metaphor;грязная ложь;Нет;1849;грязная;0;6;Yandex Toloka
396;filler_no;круглосуточное тесто;Да;1419;круглосуточное;0;6;Yandex Toloka
397;literal_m;горький вкус;Нет;1072;горький;0;6;Yandex Toloka
398;bleaching;страшная жажда;Нет;1280;страшная;0;6;Yandex Toloka
399;filler_yes;газовая печка;Да;2207;газовая;1;6;Yandex Toloka
400;filler_no;щедрый факел;Нет;1280;щедрый;1;6;Yandex Toloka
401;filler_no;здравый паспорт;Нет;1034;здравый;1;6;Yandex Toloka
402;filler_yes;удобный сервис;Нет;2287;удобный;0;6;Yandex Toloka
403;filler_no;хоровой арбуз;Нет;1239;хоровой;1;6;Yandex Toloka
404;filler_no;сутулая камера;Нет;1432;сутулая;1;6;Yandex Toloka
405;filler_yes;захватывающая книга;Нет;1359;захватывающая;0;6;Yandex Toloka
406;filler_no;зеркальная сигарета;Нет;3928;зеркальная;1;6;Yandex Toloka
407;filler_no;компетентный грот;Нет;1368;компетентный;1;6;Yandex Toloka
408;filler_yes;быстрый транспорт;Нет;898;быстрый;0;6;Yandex Toloka
409;filler_no;талый туризм;Нет;842;талый;1;6;Yandex Toloka
410;literal_b;лёгкая куртка;Да;4757;лёгкая;1;6;Yandex Toloka
411;metaphor;горячая битва;Нет;872;горячая;0;6;Yandex Toloka
412;filler_no;тревожный кошелёк;Нет;943;тревожный;1;6;Yandex Toloka
413;literal_m;острые ножи;Да;850;острые;1;6;Yandex Toloka
414;bleaching;бешеный голод;Нет;1444;бешеный;0;6;Yandex Toloka
415;filler_yes;деревянная лавочка;Да;998;деревянная;1;6;Yandex Toloka
416;filler_no;усатая корзина;Нет;880;усатая;1;6;Yandex Toloka
417;filler_no;выпускной цвет;Нет;1624;выпускной;1;6;Yandex Toloka
418;filler_yes;апельсиновый сок;Да;926;апельсиновый;1;6;Yandex Toloka
419;filler_no;талантливый пирог;Нет;903;талантливый;1;6;Yandex Toloka
420;filler_no;гордый мрамор;Нет;1251;гордый;1;6;Yandex Toloka
421;filler_yes;известный актёр;Нет;1100;известный;0;6;Yandex Toloka
422;filler_no;литровый диван;Нет;904;литровый;1;6;Yandex Toloka
423;filler_no;включенный комод;Нет;1397;включенный;1;6;Yandex Toloka
424;filler_yes;зелёная ручка;Да;664;зелёная;1;6;Yandex Toloka
425;filler_no;томатный приют;Нет;1012;томатный;1;6;Yandex Toloka
426;literal_b;глубокий овраг;Да;1233;глубокий;1;6;Yandex Toloka
427;metaphor;ледяной кофе;Да;2169;ледяной;1;6;Yandex Toloka
428;filler_no;хвойная сплетня;Нет;1123;хвойная;1;6;Yandex Toloka
429;literal_m;светлая ткань;Да;2011;светлая;1;6;Yandex Toloka
430;bleaching;дикий негатив;Нет;768;дикий;0;6;Yandex Toloka
431;filler_yes;хороший ученик;Да;1192;хороший;1;6;Yandex Toloka
432;filler_no;цветущая помада;Нет;2181;цветущая;1;6;Yandex Toloka
433;filler_no;женатый отчет;Нет;1422;женатый;1;6;Yandex Toloka
434;filler_yes;свежие новости;Нет;1842;свежие;0;6;Yandex Toloka
435;filler_no;влиятельный сад;Нет;973;влиятельный;1;6;Yandex Toloka
436;filler_no;торопливый комок;Нет;1054;торопливый;1;6;Yandex Toloka
437;filler_yes;умный друг;Да;1110;умный;1;6;Yandex Toloka
438;filler_no;фазовая лилия;Нет;916;фазовая;1;6;Yandex Toloka
439;filler_no;благодарная карета;Нет;1986;благодарная;1;6;Yandex Toloka
440;filler_yes;вкусный помидор;Да;1857;вкусный;1;6;Yandex Toloka
441;filler_no;честный крюк;Нет;1140;честный;1;6;Yandex Toloka
442;literal_b;крепкие зубы;Да;864;крепкие;1;6;Yandex Toloka
443;metaphor;сладкая слава;Да;696;сладкая;1;6;Yandex Toloka
444;filler_no;точечный паркет;Да;2126;точечный;0;6;Yandex Toloka
445;literal_m;холодный склад;Да;1319;холодный;1;6;Yandex Toloka
446;bleaching;тяжёлый кашель;Нет;1696;тяжёлый;0;6;Yandex Toloka
447;filler_yes;гнилой томат;Нет;856;гнилой;0;6;Yandex Toloka
448;filler_no;точечный паркет;Нет;4837;точечный;1;7;Yandex Toloka
449;filler_no;щедрый факел;Нет;2823;щедрый;1;7;Yandex Toloka
450;filler_yes;апельсиновый сок;Да;1836;апельсиновый;1;7;Yandex Toloka
451;filler_no;усатая корзина;Нет;2034;усатая;1;7;Yandex Toloka
452;filler_no;хвойная сплетня;Да;2607;хвойная;0;7;Yandex Toloka
453;filler_yes;свежие новости;Да;1208;свежие;1;7;Yandex Toloka
454;filler_no;тревожный кошелёк;Нет;1761;тревожный;1;7;Yandex Toloka
455;filler_no;ликующая печь;Нет;3192;ликующая;1;7;Yandex Toloka
456;filler_yes;захватывающая книга;Да;1718;захватывающая;1;7;Yandex Toloka
457;filler_no;круглосуточное тесто;Нет;1539;круглосуточное;1;7;Yandex Toloka
458;bleaching;тяжёлый кашель;Да;1310;тяжёлый;1;7;Yandex Toloka
459;literal_m;холодный склад;Да;2834;холодный;1;7;Yandex Toloka
460;metaphor;горячая битва;Нет;1363;горячая;0;7;Yandex Toloka
461;filler_no;консервная пьеса;Нет;1653;консервная;1;7;Yandex Toloka
462;filler_yes;гнилой томат;Да;1584;гнилой;1;7;Yandex Toloka
463;literal_b;безумные ученые;Да;3621;безумные;1;7;Yandex Toloka
464;filler_no;талый туризм;Нет;1724;талый;1;7;Yandex Toloka
465;filler_no;компетентный грот;Нет;2097;компетентный;1;7;Yandex Toloka
466;filler_yes;хороший ученик;Да;1330;хороший;1;7;Yandex Toloka
467;filler_no;здравый паспорт;Да;1235;здравый;0;7;Yandex Toloka
468;filler_no;антисоветская река;Нет;2032;антисоветская;1;7;Yandex Toloka
469;filler_yes;вкусный помидор;Да;1493;вкусный;1;7;Yandex Toloka
470;filler_no;цветущая помада;Нет;1712;цветущая;1;7;Yandex Toloka
471;filler_no;сутулая камера;Нет;1505;сутулая;1;7;Yandex Toloka
472;filler_yes;белые носки;Да;1445;белые;1;7;Yandex Toloka
473;filler_no;томатный приют;Нет;1445;томатный;1;7;Yandex Toloka
474;bleaching;страшная жажда;Да;1900;страшная;1;7;Yandex Toloka
475;literal_m;горький вкус;Да;1096;горький;1;7;Yandex Toloka
476;metaphor;ледяной кофе;Да;2074;ледяной;1;7;Yandex Toloka
477;filler_no;благодарная карета;Да;3870;благодарная;0;7;Yandex Toloka
478;filler_yes;известный актёр;Да;1182;известный;1;7;Yandex Toloka
479;literal_b;лёгкая куртка;Да;3351;лёгкая;1;7;Yandex Toloka
480;filler_no;отсталый снег;Нет;2797;отсталый;1;7;Yandex Toloka
481;filler_no;бюджетный вирус;Нет;2005;бюджетный;1;7;Yandex Toloka
482;filler_yes;быстрый транспорт;Да;1200;быстрый;1;7;Yandex Toloka
483;filler_no;влиятельный сад;Нет;1996;влиятельный;1;7;Yandex Toloka
484;filler_no;выпускной цвет;Нет;3685;выпускной;1;7;Yandex Toloka
485;filler_yes;зелёная ручка;Да;1325;зелёная;1;7;Yandex Toloka
486;filler_no;торопливый комок;Нет;2979;торопливый;1;7;Yandex Toloka
487;filler_no;ядовитый престиж;Да;1587;ядовитый;0;7;Yandex Toloka
488;filler_yes;тёплая погода;Да;1226;тёплая;1;7;Yandex Toloka
489;filler_no;честный крюк;Нет;1591;честный;1;7;Yandex Toloka
490;bleaching;дикий негатив;Да;1309;дикий;1;7;Yandex Toloka
491;literal_m;острые ножи;Да;1320;острые;1;7;Yandex Toloka
492;metaphor;грязная ложь;Да;1489;грязная;1;7;Yandex Toloka
493;filler_no;хоровой арбуз;Нет;1419;хоровой;1;7;Yandex Toloka
494;filler_yes;умный друг;Да;1294;умный;1;7;Yandex Toloka
495;literal_b;глубокий овраг;Да;1843;глубокий;1;7;Yandex Toloka
496;filler_no;включенный комод;Нет;2452;включенный;1;7;Yandex Toloka
497;filler_no;женатый отчет;Нет;1589;женатый;1;7;Yandex Toloka
498;filler_yes;влажная трава;Да;1616;влажная;1;7;Yandex Toloka
499;filler_no;фазовая лилия;Нет;2729;фазовая;1;7;Yandex Toloka
500;filler_no;гордый мрамор;Нет;1522;гордый;1;7;Yandex Toloka
501;filler_yes;деревянная лавочка;Да;1574;деревянная;1;7;Yandex Toloka
502;filler_no;литровый диван;Нет;1440;литровый;1;7;Yandex Toloka
503;filler_no;мозговая сирень;Нет;2991;мозговая;1;7;Yandex Toloka
